N	MC est. error	MC actual error	Value
7727	1.883038E-002	1.903539E-002	3.122557
7728	1.868685E-002	8.059041E-004	3.140787
7729	1.838315E-002	3.656752E-002	3.178160
7730	1.895833E-002	3.628864E-002	3.105304
7731	1.848116E-002	2.436259E-002	3.165955
7732	1.859205E-002	1.050254E-002	3.152095
7733	1.882979E-002	1.990637E-002	3.121686
7734	1.843683E-002	2.934089E-002	3.170934
7735	1.855672E-002	1.445130E-002	3.156044
7736	1.873117E-002	7.673315E-003	3.133919
7737	1.847293E-002	2.449239E-002	3.166085
7738	1.862088E-002	5.990701E-003	3.147583
7739	1.851920E-002	1.850555E-002	3.160098
7740	1.869850E-002	4.124953E-003	3.137468
7741	1.902814E-002	4.741877E-002	3.094174
7742	1.876700E-002	1.320206E-002	3.128391
7743	1.833702E-002	4.011986E-002	3.181713
7744	1.845421E-002	2.576272E-002	3.167355
7745	1.876876E-002	1.389737E-002	3.127695
7746	1.858777E-002	8.936652E-003	3.150529
7747	1.877660E-002	1.522115E-002	3.126371
7748	1.862883E-002	3.477042E-003	3.145070
7749	1.878441E-002	1.654426E-002	3.125048
7750	1.863287E-002	2.665411E-003	3.144258
7751	1.853600E-002	1.464525E-002	3.156238
7752	1.866541E-002	1.757772E-003	3.139835
7753	1.867956E-002	3.710543E-003	3.137882
7754	1.859998E-002	6.202033E-003	3.147795
7755	1.866730E-002	2.456612E-003	3.139136
7756	1.851734E-002	1.622065E-002	3.157813
7757	1.862242E-002	2.921978E-003	3.144515
7758	1.847985E-002	2.056254E-002	3.162155
7759	1.851944E-002	1.551522E-002	3.157108
7760	1.872952E-002	1.118028E-002	3.130412
7761	1.871540E-002	9.522044E-003	3.132071
7762	1.866898E-002	3.741584E-003	3.137851
7763	1.865880E-002	2.599996E-003	3.138993
7764	1.852154E-002	1.451245E-002	3.156105
7765	1.867084E-002	4.438758E-003	3.137154
7766	1.831966E-002	3.893786E-002	3.180531
7767	1.843196E-002	2.513839E-002	3.166731
7768	1.848838E-002	1.803659E-002	3.159629
7769	1.857712E-002	6.817695E-003	3.148410
7770	1.856275E-002	8.471696E-003	3.150064
7771	1.840691E-002	2.762624E-002	3.169219
7772	1.850088E-002	1.589577E-002	3.157488
7773	1.882546E-002	2.567859E-002	3.115914
7774	1.868442E-002	7.556122E-003	3.134037
7775	1.875422E-002	1.670519E-002	3.124887
7776	1.862378E-002	1.317482E-004	3.141461
7777	1.843649E-002	2.312382E-002	3.164716
7778	1.886586E-002	3.179579E-002	3.109797
7779	1.849473E-002	1.562550E-002	3.157218
7780	1.861145E-002	8.237989E-004	3.142416
7781	1.883625E-002	2.836813E-002	3.113225
7782	1.881070E-002	2.517014E-002	3.116423
7783	1.862550E-002	1.415344E-003	3.140177
7784	1.865167E-002	4.902006E-003	3.136691
7785	1.854409E-002	8.567912E-003	3.150161
7786	1.840545E-002	2.563057E-002	3.167223
7787	1.860511E-002	5.673567E-004	3.142160
7788	1.869148E-002	1.062193E-002	3.130971
7789	1.850713E-002	1.259916E-002	3.154192
7790	1.844309E-002	2.040991E-002	3.162003
7791	1.829823E-002	3.797351E-002	3.179566
7792	1.869517E-002	1.171586E-002	3.129877
7793	1.847006E-002	1.662626E-002	3.158219
7794	1.863102E-002	3.794347E-003	3.137798
7795	1.864101E-002	5.223186E-003	3.136369
7796	1.850096E-002	1.233244E-002	3.153925
7797	1.850301E-002	1.192793E-002	3.153521
7798	1.860264E-002	7.873189E-004	3.140805
7799	1.883783E-002	3.145033E-002	3.110142
7800	1.854993E-002	5.586834E-003	3.147179
7801	1.873994E-002	1.891607E-002	3.122677
7802	1.827576E-002	3.913024E-002	3.180723
7803	1.855189E-002	4.889469E-003	3.146482
7804	1.826318E-002	4.036532E-002	3.181958
7805	1.851113E-002	9.720607E-003	3.151313
7806	1.848863E-002	1.239146E-002	3.153984
7807	1.865627E-002	9.019322E-003	3.132573
7808	1.850498E-002	1.004669E-002	3.151639
7809	1.854362E-002	5.033035E-003	3.146626
7810	1.865010E-002	8.686124E-003	3.132907
7811	1.871538E-002	1.728079E-002	3.124312
7812	1.872119E-002	1.819276E-002	3.123400
7813	1.860797E-002	3.745476E-003	3.137847
7814	1.859389E-002	2.099436E-003	3.139493
7815	1.855560E-002	2.617199E-003	3.144210
7816	1.854951E-002	3.238462E-003	3.144831
7817	1.859174E-002	2.280897E-003	3.139312
7818	1.834832E-002	2.801594E-002	3.169609
7819	1.844150E-002	1.635593E-002	3.157949
7820	1.870079E-002	1.678447E-002	3.124808
7821	1.859556E-002	3.375034E-003	3.138218
7822	1.870061E-002	1.707207E-002	3.124521
7823	1.876112E-002	2.514116E-002	3.116451
7824	1.854119E-002	3.090373E-003	3.144683
7825	1.871407E-002	1.929233E-002	3.122300
7826	1.841487E-002	1.864246E-002	3.160235
7827	1.858726E-002	3.225463E-003	3.138367
7828	1.829870E-002	3.265364E-002	3.174246
7829	1.874878E-002	2.446403E-002	3.117129
7830	1.849656E-002	7.832634E-003	3.149425
7831	1.861097E-002	6.871673E-003	3.134721
7832	1.866039E-002	1.340062E-002	3.128192
7833	1.851874E-002	4.583779E-003	3.146176
7834	1.855291E-002	9.741534E-005	3.141690
7835	1.877906E-002	2.940376E-002	3.112189
7836	1.850050E-002	6.442058E-003	3.148035
7837	1.866589E-002	1.488601E-002	3.126707
7838	1.876517E-002	2.804328E-002	3.113549
7839	1.874764E-002	2.588912E-002	3.115704
7840	1.821545E-002	4.106041E-002	3.182653
7841	1.853459E-002	1.373805E-003	3.142966
7842	1.872597E-002	2.351053E-002	3.118082
7843	1.858244E-002	5.037764E-003	3.136555
7844	1.848418E-002	7.310967E-003	3.148904
7845	1.859424E-002	6.857153E-003	3.134736
7846	1.842736E-002	1.415550E-002	3.155748
7847	1.840491E-002	1.681183E-002	3.158404
7848	1.852031E-002	2.138233E-003	3.143731
7849	1.887999E-002	4.514725E-002	3.096445
7850	1.841107E-002	1.560480E-002	3.157197
7851	1.881904E-002	3.727473E-002	3.104318
7852	1.832074E-002	2.651738E-002	3.168110
7853	1.850611E-002	3.192779E-003	3.144785
7854	1.845170E-002	9.922498E-003	3.151515
7855	1.865260E-002	1.594020E-002	3.125652
7856	1.832915E-002	2.490429E-002	3.166497
7857	1.847788E-002	6.173669E-003	3.147766
7858	1.837030E-002	1.951704E-002	3.161110
7859	1.845366E-002	8.935403E-003	3.150528
7860	1.841518E-002	1.362363E-002	3.155216
7861	1.813067E-002	4.833229E-002	3.189925
7862	1.852778E-002	9.159810E-004	3.140677
7863	1.850579E-002	1.736864E-003	3.143330
7864	1.842734E-002	1.151009E-002	3.153103
7865	1.846967E-002	6.023367E-003	3.147616
7866	1.863406E-002	1.522601E-002	3.126367
7867	1.828211E-002	2.912045E-002	3.170713
7868	1.835823E-002	1.956647E-002	3.161159
7869	1.835212E-002	2.018140E-002	3.161774
7870	1.854726E-002	4.616796E-003	3.136976
7871	1.842124E-002	1.124688E-002	3.152840
7872	1.857084E-002	7.954442E-003	3.133638
7873	1.861590E-002	1.394119E-002	3.127651
7874	1.862948E-002	1.586240E-002	3.125730
7875	1.864302E-002	1.778313E-002	3.123810
7876	1.867587E-002	2.224273E-002	3.119350
7877	1.852908E-002	3.342051E-003	3.138251
7878	1.844331E-002	7.429941E-003	3.149023
7879	1.854874E-002	6.169377E-003	3.135423
7880	1.837874E-002	1.526014E-002	3.156853
7881	1.860745E-002	1.407077E-002	3.127522
7882	1.835033E-002	1.851899E-002	3.160112
7883	1.858776E-002	1.181972E-002	3.129773
7884	1.841509E-002	1.010699E-002	3.151700
7885	1.844118E-002	6.663529E-003	3.148256
7886	1.842311E-002	8.800448E-003	3.150393
7887	1.845713E-002	4.343697E-003	3.145936
7888	1.855017E-002	7.718414E-003	3.133874
7889	1.850872E-002	2.538274E-003	3.139054
7890	1.847497E-002	1.626611E-003	3.143219
7891	1.854016E-002	6.882224E-003	3.134710
7892	1.833016E-002	1.958322E-002	3.161176
7893	1.817578E-002	3.844029E-002	3.180033
7894	1.843100E-002	6.621180E-003	3.148214
7895	1.854776E-002	8.470424E-003	3.133122
7896	1.848664E-002	7.618532E-004	3.140831
7897	1.840492E-002	9.477373E-003	3.151070
7898	1.837476E-002	1.313006E-002	3.154723
7899	1.862528E-002	1.917209E-002	3.122421
7900	1.872284E-002	3.222556E-002	3.109367
7901	1.858247E-002	1.388730E-002	3.127705
7902	1.857267E-002	1.276451E-002	3.128828
7903	1.839683E-002	9.615748E-003	3.151208
7904	1.858805E-002	1.507443E-002	3.126518
7905	1.836066E-002	1.387857E-002	3.155471
7906	1.831418E-002	1.955078E-002	3.161143
7907	1.858587E-002	1.524891E-002	3.126344
7908	1.840277E-002	8.129147E-003	3.149722
7909	1.841274E-002	6.719396E-003	3.148312
7910	1.846235E-002	2.531113E-004	3.141846
7911	1.844449E-002	2.384088E-003	3.143977
7912	1.857188E-002	1.419124E-002	3.127401
7913	1.851922E-002	7.509499E-003	3.134083
7914	1.839470E-002	8.268352E-003	3.149861
7915	1.850344E-002	5.774587E-003	3.135818
7916	1.877330E-002	4.154212E-002	3.100051
7917	1.846404E-002	1.009099E-003	3.140584
7918	1.868636E-002	3.020089E-002	3.111392
7919	1.842046E-002	4.259095E-003	3.145852
7920	1.835464E-002	1.244775E-002	3.154040
7921	1.816953E-002	3.527895E-002	3.176872
7922	1.840650E-002	5.592401E-003	3.147185
7923	1.839654E-002	6.709757E-003	3.148302
7924	1.879065E-002	4.517670E-002	3.096416
7925	1.838058E-002	8.438892E-003	3.150032
7926	1.852812E-002	1.063126E-002	3.130961
7927	1.861865E-002	2.263214E-002	3.118961
7928	1.812660E-002	3.953752E-002	3.181130
7929	1.846350E-002	2.735295E-003	3.138857
7930	1.813090E-002	3.873522E-002	3.180328
7931	1.837651E-002	8.073215E-003	3.149666
7932	1.807286E-002	4.549761E-002	3.187090
7933	1.848287E-002	5.830647E-003	3.135762
7934	1.851203E-002	9.754993E-003	3.131838
7935	1.852166E-002	1.115787E-002	3.130435
7936	1.836650E-002	8.608959E-003	3.150202
7937	1.857551E-002	1.849829E-002	3.123094
7938	1.856966E-002	1.788391E-002	3.123709
7939	1.837241E-002	7.418557E-003	3.149011
7940	1.857715E-002	1.917452E-002	3.122418
7941	1.830858E-002	1.518861E-002	3.156781
7942	1.848041E-002	6.865885E-003	3.134727
7943	1.843149E-002	7.138924E-004	3.140879
7944	1.853066E-002	1.369739E-002	3.127895
7945	1.841964E-002	5.092973E-004	3.142102
7946	1.856509E-002	1.851186E-002	3.123081
7947	1.824026E-002	2.287192E-002	3.164465
7948	1.846449E-002	5.709413E-003	3.135883
7949	1.863521E-002	2.824506E-002	3.113348
7950	1.854172E-002	1.605806E-002	3.125535
7951	1.820393E-002	2.681384E-002	3.168406
7952	1.861024E-002	2.539547E-002	3.116197
7953	1.850489E-002	1.170456E-002	3.129888
7954	1.854904E-002	1.762987E-002	3.123963
7955	1.834440E-002	8.627334E-003	3.150220
7956	1.832654E-002	1.074520E-002	3.152338
7957	1.837991E-002	3.813907E-003	3.145407
7958	1.803798E-002	4.614296E-002	3.187736
7959	1.813503E-002	3.418320E-002	3.175776
7960	1.836211E-002	5.643527E-003	3.147236
7961	1.821645E-002	2.383882E-002	3.165431
7962	1.850229E-002	1.273056E-002	3.128862
7963	1.856157E-002	2.065833E-002	3.120934
7964	1.834229E-002	7.578617E-003	3.149171
7965	1.834820E-002	6.681044E-003	3.148274
7966	1.848274E-002	1.078673E-002	3.130806
7967	1.845756E-002	7.665203E-003	3.133927
7968	1.852866E-002	1.709466E-002	3.124498
7969	1.846903E-002	9.455623E-003	3.132137
7970	1.812551E-002	3.381513E-002	3.175408
7971	1.812761E-002	3.341676E-002	3.175009
7972	1.836181E-002	3.916629E-003	3.145509
7973	1.850719E-002	1.504054E-002	3.126552
7974	1.845133E-002	7.908179E-003	3.133684
7975	1.828873E-002	1.276471E-002	3.154357
7976	1.844734E-002	7.690948E-003	3.133902
7977	1.824094E-002	1.849259E-002	3.160085
7978	1.815038E-002	2.962820E-002	3.171221
7979	1.836357E-002	2.661012E-003	3.144254
7980	1.839671E-002	1.743030E-003	3.139850
7981	1.840250E-002	2.637635E-003	3.138955
7982	1.823503E-002	1.851759E-002	3.160110
7983	1.845653E-002	9.937887E-003	3.131655
7984	1.833010E-002	6.202938E-003	3.147796
7985	1.826095E-002	1.482563E-002	3.156418
7986	1.828672E-002	1.142513E-002	3.153018
7987	1.832415E-002	6.523034E-003	3.148116
7988	1.859850E-002	2.942440E-002	3.112168
7989	1.847146E-002	1.279055E-002	3.128802
7990	1.827483E-002	1.234977E-002	3.153942
7991	1.829654E-002	9.452272E-003	3.151045
7992	1.807799E-002	3.658552E-002	3.178178
7993	1.831618E-002	6.662069E-003	3.148255
7994	1.827087E-002	1.227275E-002	3.153865
7995	1.835913E-002	8.713864E-004	3.142464
7996	1.835325E-002	1.478882E-003	3.143072
7997	1.823721E-002	1.609148E-002	3.157684
7998	1.852207E-002	2.081246E-002	3.120780
7999	1.835509E-002	8.001455E-004	3.142393
8000	1.838416E-002	3.092654E-003	3.138500
8001	1.841306E-002	6.984480E-003	3.134608
8002	1.848758E-002	1.687383E-002	3.124719
8003	1.841294E-002	7.268025E-003	3.134325
8004	1.825505E-002	1.283014E-002	3.154423
8005	1.858705E-002	3.053706E-002	3.111056
8006	1.854763E-002	2.542978E-002	3.116163
8007	1.843953E-002	1.133163E-002	3.130261
8008	1.813159E-002	2.773802E-002	3.169331
8009	1.820558E-002	1.835241E-002	3.159945
8010	1.804668E-002	3.793294E-002	3.179526
8011	1.799564E-002	4.402712E-002	3.185620
8012	1.834102E-002	6.939166E-004	3.142287
8013	1.820167E-002	1.827257E-002	3.159865
8014	1.824715E-002	1.238788E-002	3.153981
8015	1.836219E-002	2.478493E-003	3.139114
8016	1.829419E-002	6.111937E-003	3.147705
8017	1.861517E-002	3.619163E-002	3.105401
8018	1.818786E-002	1.929535E-002	3.160888
8019	1.841194E-002	9.531299E-003	3.132061
8020	1.827458E-002	8.033282E-003	3.149626
8021	1.817798E-002	2.010788E-002	3.161701
8022	1.843652E-002	1.319575E-002	3.128397
8023	1.829209E-002	5.359858E-003	3.146953
8024	1.840970E-002	9.987469E-003	3.131605
8025	1.852117E-002	2.483253E-002	3.116760
8026	1.854162E-002	2.771276E-002	3.113880
8027	1.847210E-002	1.863264E-002	3.122960
8028	1.843226E-002	1.354083E-002	3.128052
8029	1.830360E-002	3.008168E-003	3.144601
8030	1.843211E-002	1.382179E-002	3.127771
8031	1.831516E-002	1.228913E-003	3.142822
8032	1.841676E-002	1.211058E-002	3.129482
8033	1.819006E-002	1.687865E-002	3.158471
8034	1.831312E-002	1.051110E-003	3.142644
8035	1.828402E-002	4.642567E-003	3.146235
8036	1.837455E-002	7.197432E-003	3.134395
8037	1.844479E-002	1.654599E-002	3.125047
8038	1.848797E-002	2.240878E-002	3.119184
8039	1.833413E-002	2.396236E-003	3.139196
8040	1.828583E-002	3.680978E-003	3.145274
8041	1.811090E-002	2.567510E-002	3.167268
8042	1.828965E-002	2.898766E-003	3.144491
8043	1.826053E-002	6.486421E-003	3.148079
8044	1.841965E-002	1.429280E-002	3.127300
8045	1.835301E-002	5.731870E-003	3.135861
8046	1.819213E-002	1.475833E-002	3.156351
8047	1.845144E-002	1.893825E-002	3.122654
8048	1.816066E-002	1.844711E-002	3.160040
8049	1.820977E-002	1.209103E-002	3.153684
8050	1.825457E-002	6.233433E-003	3.147826
8051	1.823706E-002	8.326611E-003	3.149919
8052	1.825840E-002	5.451559E-003	3.147044
8053	1.840571E-002	1.381419E-002	3.127778
8054	1.820389E-002	1.211979E-002	3.153712
8055	1.852516E-002	2.998496E-002	3.111608
8056	1.825057E-002	5.875072E-003	3.147468
8057	1.854337E-002	3.274321E-002	3.108849
8058	1.802971E-002	3.338873E-002	3.174981
8059	1.824082E-002	6.688771E-003	3.148281
8060	1.845583E-002	2.149340E-002	3.120099
8061	1.835589E-002	8.482618E-003	3.133110
8062	1.831580E-002	3.413542E-003	3.138179
8063	1.819800E-002	1.157614E-002	3.153169
8064	1.826967E-002	2.256553E-003	3.143849
8065	1.819409E-002	1.178614E-002	3.153379
8066	1.818434E-002	1.288292E-002	3.154476
8067	1.828302E-002	9.570640E-005	3.141688
8068	1.844011E-002	2.062091E-002	3.120972
8069	1.818629E-002	1.220583E-002	3.153798
8070	1.842496E-002	1.891607E-002	3.122677
8071	1.806830E-002	2.678797E-002	3.168381
8072	1.835329E-002	9.778977E-003	3.131814
8073	1.838154E-002	1.363526E-002	3.127957
8074	1.846927E-002	2.541728E-002	3.116175
8075	1.835876E-002	1.094250E-002	3.130650
8076	1.825391E-002	2.538104E-003	3.144131
8077	1.846338E-002	2.508900E-002	3.116504
8078	1.794659E-002	4.087826E-002	3.182471
8079	1.825573E-002	1.865695E-003	3.143458
8080	1.815705E-002	1.434794E-002	3.155941
8081	1.796094E-002	3.870681E-002	3.180299
8082	1.824220E-002	3.173493E-003	3.144766
8083	1.858714E-002	4.274322E-002	3.098849
8084	1.818814E-002	9.817539E-003	3.151410
8085	1.808066E-002	2.328057E-002	3.164873
8086	1.825741E-002	6.284693E-004	3.142221
8087	1.815512E-002	1.359468E-002	3.155187
8088	1.827262E-002	1.632218E-003	3.139960
8089	1.825921E-002	4.240016E-005	3.141550
8090	1.846010E-002	2.663592E-002	3.114957
8091	1.839878E-002	1.861651E-002	3.122976
8092	1.829525E-002	5.161611E-003	3.136431
8093	1.820924E-002	5.818690E-003	3.147411
8094	1.818802E-002	8.394992E-003	3.149988
8095	1.820919E-002	5.535203E-003	3.147128
8096	1.829125E-002	5.229017E-003	3.136364
8097	1.810840E-002	1.809612E-002	3.159689
8098	1.819952E-002	6.345109E-003	3.147938
8099	1.794222E-002	3.855304E-002	3.180146
8100	1.834755E-002	1.319759E-002	3.128395
8101	1.832306E-002	1.012740E-002	3.131465
8102	1.851359E-002	3.569288E-002	3.105900
8103	1.837162E-002	1.682405E-002	3.124769
8104	1.818017E-002	7.963121E-003	3.149556
8105	1.815894E-002	1.053566E-002	3.152128
8106	1.825661E-002	2.189742E-003	3.139403
8107	1.829631E-002	7.510996E-003	3.134082
8108	1.834320E-002	1.381762E-002	3.127775
8109	1.821649E-002	2.568155E-003	3.144161
8110	1.816468E-002	9.085522E-003	3.150678
8111	1.818197E-002	6.724447E-003	3.148317
8112	1.832793E-002	1.240133E-002	3.129191
8113	1.814730E-002	1.087869E-002	3.152471
8114	1.853725E-002	4.077924E-002	3.100813
8115	1.819721E-002	4.186767E-003	3.145779
8116	1.807163E-002	2.006333E-002	3.161656
8117	1.813956E-002	1.129634E-002	3.152889
8118	1.834614E-002	1.569958E-002	3.125893
8119	1.830683E-002	1.066520E-002	3.130927
8120	1.818753E-002	4.712765E-003	3.146305
8121	1.803460E-002	2.402734E-002	3.165620
8122	1.807953E-002	1.822020E-002	3.159813
8123	1.813182E-002	1.142963E-002	3.153022
8124	1.800919E-002	2.679730E-002	3.168390
8125	1.830642E-002	1.150035E-002	3.130092
8126	1.815678E-002	7.804344E-003	3.149397
8127	1.812023E-002	1.233869E-002	3.153931
8128	1.813755E-002	9.982150E-003	3.151575
8129	1.820442E-002	1.229342E-003	3.142822
8130	1.821387E-002	1.412391E-004	3.141451
8131	1.817008E-002	5.375739E-003	3.146968
8132	1.845509E-002	3.239442E-002	3.109198
8133	1.811636E-002	1.197921E-002	3.153572
8134	1.817192E-002	4.706830E-003	3.146299
8135	1.801939E-002	2.398817E-002	3.165581
8136	1.841450E-002	2.753169E-002	3.114061
8137	1.822305E-002	2.352147E-003	3.139241
8138	1.788724E-002	4.002445E-002	3.181617
8139	1.792510E-002	3.521039E-002	3.176803
8140	1.842863E-002	3.004474E-002	3.111548
8141	1.863049E-002	5.794200E-002	3.083651
8142	1.806815E-002	1.684508E-002	3.158438
8143	1.839361E-002	2.578767E-002	3.115805
8144	1.824341E-002	6.032732E-003	3.135560
8145	1.805464E-002	1.813724E-002	3.159730
8146	1.817919E-002	2.036121E-003	3.143629
8147	1.820752E-002	1.786590E-003	3.139806
8148	1.822818E-002	4.626527E-003	3.136966
8149	1.811626E-002	9.714255E-003	3.151307
8150	1.817906E-002	1.474831E-003	3.143067
8151	1.821864E-002	3.818147E-003	3.137775
8152	1.837984E-002	2.530217E-002	3.116290
8153	1.838886E-002	2.666563E-002	3.114927
8154	1.818270E-002	4.235348E-004	3.142016
8155	1.812001E-002	8.376690E-003	3.149969
8156	1.819018E-002	8.373814E-004	3.140755
8157	1.805093E-002	1.692151E-002	3.158514
8158	1.811425E-002	8.689278E-003	3.150282
8159	1.791449E-002	3.379649E-002	3.175389
8160	1.797534E-002	2.605441E-002	3.167647
8161	1.804326E-002	1.733395E-002	3.158927
8162	1.819745E-002	2.656118E-003	3.138937
8163	1.828873E-002	1.480103E-002	3.126792
8164	1.812938E-002	5.884074E-003	3.147477
8165	1.803174E-002	1.823588E-002	3.159829
8166	1.803368E-002	1.784893E-002	3.159442
8167	1.804333E-002	1.648253E-002	3.158075
8168	1.824572E-002	9.859059E-003	3.131734
8169	1.828087E-002	1.464933E-002	3.126943
8170	1.838148E-002	2.825116E-002	3.113341
8171	1.803182E-002	1.738422E-002	3.158977
8172	1.816695E-002	1.340143E-004	3.141459
8173	1.816880E-002	5.183847E-004	3.141074
8174	1.816312E-002	7.605206E-005	3.141669
8175	1.824711E-002	1.107278E-002	3.130520
8176	1.788601E-002	3.502183E-002	3.176614
8177	1.786834E-002	3.707923E-002	3.178672
8178	1.810254E-002	7.343517E-003	3.148936
8179	1.793905E-002	2.798798E-002	3.169581
8180	1.815161E-002	7.056349E-004	3.142298
8181	1.814970E-002	8.104756E-004	3.142403
8182	1.798380E-002	2.193705E-002	3.163530
8183	1.815714E-002	4.463747E-004	3.141146
8184	1.832541E-002	2.282433E-002	3.118768
8185	1.817205E-002	2.680009E-003	3.138913
8186	1.825188E-002	1.332488E-002	3.128268
8187	1.810048E-002	6.324776E-003	3.147917
8188	1.784743E-002	3.818263E-002	3.179775
8189	1.799745E-002	1.923284E-002	3.160825
8190	1.815124E-002	6.891127E-004	3.140904
8191	1.817177E-002	3.514275E-003	3.138078
8192	1.818478E-002	5.362185E-003	3.136230
8193	1.812297E-002	2.554789E-003	3.144147
8194	1.792218E-002	2.804367E-002	3.169636
8195	1.812291E-002	2.275559E-003	3.143868
8196	1.794554E-002	2.482999E-002	3.166423
8197	1.783430E-002	3.859522E-002	3.180188
8198	1.817330E-002	4.730004E-003	3.136863
8199	1.822697E-002	1.194270E-002	3.129650
8200	1.804913E-002	1.109027E-002	3.152683
8201	1.833634E-002	2.685055E-002	3.114742
8202	1.780115E-002	4.202110E-002	3.183614
8203	1.814510E-002	1.765761E-003	3.139827
8204	1.805668E-002	9.553129E-003	3.151146
8205	1.787794E-002	3.208194E-002	3.173675
8206	1.822095E-002	1.217515E-002	3.129417
8207	1.799388E-002	1.717425E-002	3.158767
8208	1.819499E-002	9.039047E-003	3.132554
8209	1.794401E-002	2.322645E-002	3.164819
8210	1.808678E-002	4.814167E-003	3.146407
8211	1.837828E-002	3.405399E-002	3.107539
8212	1.806791E-002	6.970425E-003	3.148563
8213	1.803198E-002	1.145739E-002	3.153050
8214	1.795376E-002	2.129997E-002	3.162893
8215	1.817424E-002	7.326068E-003	3.134267
8216	1.841498E-002	3.983998E-002	3.101753
8217	1.825853E-002	1.879845E-002	3.122794
8218	1.817222E-002	7.496767E-003	3.134096
8219	1.821083E-002	1.274486E-002	3.128848
8220	1.807903E-002	4.392748E-003	3.145985
8221	1.823630E-002	1.642540E-002	3.125167
8222	1.815720E-002	6.102505E-003	3.135490
8223	1.802435E-002	1.102804E-002	3.152621
8224	1.816079E-002	6.865027E-003	3.134728
8225	1.814038E-002	4.328216E-003	3.137264
8226	1.807887E-002	3.556872E-003	3.145150
8227	1.808446E-002	2.688372E-003	3.144281
8228	1.807882E-002	3.278518E-003	3.144871
8229	1.823564E-002	1.751925E-002	3.124073
8230	1.802996E-002	9.318647E-003	3.150911
8231	1.818063E-002	1.050287E-002	3.131090
8232	1.798456E-002	1.486993E-002	3.156463
8233	1.807307E-002	3.311998E-003	3.144905
8234	1.802615E-002	9.245335E-003	3.150838
8235	1.823512E-002	1.833825E-002	3.123254
8236	1.791597E-002	2.305038E-002	3.164643
8237	1.794467E-002	1.926688E-002	3.160860
8238	1.799593E-002	1.257098E-002	3.154164
8239	1.805796E-002	4.420212E-003	3.146013
8240	1.804484E-002	5.980162E-003	3.147573
8241	1.810258E-002	1.682449E-003	3.139910
8242	1.807467E-002	1.819140E-003	3.143412
8243	1.796376E-002	1.599560E-002	3.157588
8244	1.820346E-002	1.544030E-002	3.126152
8245	1.809871E-002	1.750325E-003	3.139842
8246	1.815581E-002	9.407352E-003	3.132185
8247	1.779479E-002	3.677524E-002	3.178368
8248	1.822129E-002	1.841128E-002	3.123181
8249	1.799778E-002	1.078945E-002	3.152382
8250	1.800717E-002	9.437649E-003	3.151030
8251	1.799776E-002	1.051012E-002	3.152103
8252	1.814076E-002	8.291636E-003	3.133301
8253	1.817910E-002	1.351801E-002	3.128075
8254	1.809647E-002	2.750880E-003	3.138842
8255	1.811303E-002	5.069334E-003	3.136523
8256	1.812585E-002	6.902731E-003	3.134690
8257	1.835438E-002	3.780193E-002	3.103791
8258	1.808521E-002	1.849374E-003	3.139743
8259	1.799769E-002	9.394149E-003	3.150987
8260	1.811461E-002	5.999433E-003	3.135593
8261	1.800516E-002	8.147087E-003	3.149740
8262	1.807766E-002	1.432886E-003	3.140160
8263	1.805726E-002	1.091602E-003	3.142684
8264	1.817645E-002	1.477755E-002	3.126815
8265	1.800136E-002	8.074618E-003	3.149667
8266	1.826272E-002	2.666403E-002	3.114929
8267	1.803859E-002	2.957969E-003	3.144551
8268	1.782889E-002	2.967005E-002	3.171263
8269	1.806814E-002	1.188735E-003	3.140404
8270	1.823007E-002	2.285021E-002	3.118742
8271	1.773423E-002	4.109384E-002	3.182686
8272	1.821192E-002	2.070291E-002	3.120890
8273	1.797508E-002	1.034739E-002	3.151940
8274	1.810651E-002	6.954027E-003	3.134639
8275	1.789215E-002	2.070342E-002	3.162296
8276	1.799186E-002	7.754857E-003	3.149348
8277	1.792622E-002	1.607317E-002	3.157666
8278	1.789032E-002	2.052380E-002	3.162116
8279	1.816622E-002	1.561125E-002	3.125981
8280	1.776015E-002	3.666822E-002	3.178261
8281	1.813707E-002	1.201893E-002	3.129574
8282	1.799177E-002	6.922198E-003	3.148515
8283	1.803439E-002	1.229995E-003	3.142823
8284	1.826426E-002	2.956948E-002	3.112023
8285	1.815129E-002	1.449549E-002	3.127097
8286	1.784493E-002	2.519470E-002	3.166787
8287	1.829044E-002	3.359217E-002	3.108000
8288	1.812751E-002	1.176640E-002	3.129826
8289	1.808922E-002	6.835747E-003	3.134757
8290	1.803231E-002	5.062608E-004	3.142099
8291	1.807815E-002	5.662127E-003	3.135931
8292	1.792443E-002	1.422018E-002	3.155813
8293	1.801930E-002	1.781276E-003	3.143374
8294	1.833686E-002	4.103804E-002	3.100555
8295	1.821505E-002	2.453418E-002	3.117058
8296	1.799519E-002	4.501850E-003	3.146095
8297	1.803021E-002	2.162525E-004	3.141376
8298	1.788689E-002	1.820489E-002	3.159798
8299	1.784724E-002	2.312599E-002	3.164719
8300	1.797287E-002	6.841081E-003	3.148434
8301	1.771714E-002	3.922893E-002	3.180822
8302	1.820542E-002	2.427153E-002	3.117321
8303	1.796725E-002	7.148765E-003	3.148741
8304	1.824070E-002	2.935759E-002	3.112235
8305	1.798942E-002	3.982301E-003	3.145575
8306	1.803170E-002	1.693785E-003	3.139899
8307	1.810990E-002	1.218372E-002	3.129409
8308	1.806449E-002	6.301368E-003	3.135291
